onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
71.8935546875	0	stim-adapt	100	73619	0.89461	2.1428	0.5	0.85052	m	0.82
75.07421875	0	miss	102	76876	0.89461	2.1428	0.5	0.85052	m	0.82
75.5810546875	0	conf	200	77395	0.89461	2.1428	0.5	0.85052	m	0.82
77.724609375	0	conf-resp	201	79590	0.89461	2.1428	0.5	0.85052	m	0.82
78.91796875	0	stim-adapt	100	80812	0.75484	2.8457	0.51	0.62544	i	0.8
82.1865234375	0	miss	102	84159	0.75484	2.8457	0.51	0.62544	i	0.8
82.6953125	0	conf	200	84680	0.75484	2.8457	0.51	0.62544	i	0.8
85.541015625	0	conf-resp	201	87594	0.75484	2.8457	0.51	0.62544	i	0.8
86.431640625	0	stim-adapt	100	88506	0.59701	1.2217	0.52	0.32297	s	1
89.828125	0	miss	102	91984	0.59701	1.2217	0.52	0.32297	s	1
90.3359375	0	conf	200	92504	0.59701	1.2217	0.52	0.32297	s	1
91.55859375	0	conf-resp	201	93756	0.59701	1.2217	0.52	0.32297	s	1
92.482421875	0	stim-adapt	100	94702	2.0441	3.6946	0.53	0.35753	s	0.92
97.306640625	0	miss	102	99642	2.0441	3.6946	0.53	0.35753	s	0.92
97.8173828125	0	conf	200	100165	2.0441	3.6946	0.53	0.35753	s	0.92
101.51171875	0	conf-resp	201	103948	2.0441	3.6946	0.53	0.35753	s	0.92
102.919921875	0	stim-adapt	100	105390	1.0991	2.0655	0.54	0.84577	m	0.66
106.29296875	0	hit	101	108844	1.0991	2.0655	0.54	0.84577	m	0.66
106.80859375	0	conf	200	109372	1.0991	2.0655	0.54	0.84577	m	0.66
108.8740234375	0	conf-resp	201	111487	1.0991	2.0655	0.54	0.84577	m	0.66
109.6298828125	0	stim-adapt	100	112261	0.64904	2.5249	0.53	0.18846	i	0.89
113.2236328125	0	miss	102	115941	0.64904	2.5249	0.53	0.18846	i	0.89
113.732421875	0	conf	200	116462	0.64904	2.5249	0.53	0.18846	i	0.89
116.2568359375	0	conf-resp	201	119047	0.64904	2.5249	0.53	0.18846	i	0.89
118.0283203125	0	stim-adapt	100	120861	0.55226	4.5043	0.54	1.197	s	0.83
120.5107421875	0	hit	101	123403	0.55226	4.5043	0.54	1.197	s	0.83
121.01953125	0	conf	200	123924	0.55226	4.5043	0.54	1.197	s	0.83
125.5234375	0	conf-resp	201	128536	0.55226	4.5043	0.54	1.197	s	0.83
127.037109375	0	stim-adapt	100	130086	1.0722	3.7747	0.53	0.94185	s	0.8
130.2998046875	0	cr	104	133427	1.0722	3.7747	0.53	0.94185	s	0.8
130.8154296875	0	conf	200	133955	1.0722	3.7747	0.53	0.94185	s	0.8
134.5908203125	0	conf-resp	201	137821	1.0722	3.7747	0.53	0.94185	s	0.8
136.5498046875	0	stim-adapt	100	139827	1.4398	1.8433	0.53	1.3919	m	0.68
139.71484375	0	hit	101	143068	1.4398	1.8433	0.53	1.3919	m	0.68
140.23046875	0	conf	200	143596	1.4398	1.8433	0.53	1.3919	m	0.68
142.0732421875	0	conf-resp	201	145483	1.4398	1.8433	0.53	1.3919	m	0.68
144.04296875	0	stim-adapt	100	147500	1.3287	2.7955	0.52	1.3998	i	0.76
147.103515625	0	miss	102	150634	1.3287	2.7955	0.52	1.3998	i	0.76
147.6123046875	0	conf	200	151155	1.3287	2.7955	0.52	1.3998	i	0.76
150.4072265625	0	conf-resp	201	154017	1.3287	2.7955	0.52	1.3998	i	0.76
152.2509765625	0	stim-adapt	100	155905	0.58809	1.3125	0.53	1.2771	s	1
154.6787109375	0	hit	101	158391	0.58809	1.3125	0.53	1.2771	s	1
