onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
19.11328125	0	stim-adapt	100	19572	0.30273	1.121	1.6	0.29522	h	1
22.2548828125	0	hit	101	22789	0.30273	1.121	1.6	0.29522	h	1
22.7626953125	0	conf	200	23309	0.30273	1.121	1.6	0.29522	h	1
23.8837890625	0	conf-resp	201	24457	0.30273	1.121	1.6	0.29522	h	1
24.5634765625	0	stim-adapt	100	25153	0.31834	1.9853	1.568	0.10995	i	0.62
27.90625	0	hit	101	28576	0.31834	1.9853	1.568	0.10995	i	0.62
28.4150390625	0	conf	200	29097	0.31834	1.9853	1.568	0.10995	i	0.62
30.400390625	0	conf-resp	201	31130	0.31834	1.9853	1.568	0.10995	i	0.62
32.6689453125	0	stim-adapt	100	33453	0.27348	1.2338	1.536	1.7014	t	1
34.375	0	hit	101	35200	0.27348	1.2338	1.536	1.7014	t	1
34.8837890625	0	conf	200	35721	0.27348	1.2338	1.536	1.7014	t	1
36.1171875	0	conf-resp	201	36984	0.27348	1.2338	1.536	1.7014	t	1
37.8134765625	0	stim-adapt	100	38721	1.3412	3.8666	1.504	1.1211	h	1
41.1591796875	0	cr	104	42147	1.3412	3.8666	1.504	1.1211	h	1
41.66796875	0	conf	200	42668	1.3412	3.8666	1.504	1.1211	h	1
45.5341796875	0	conf-resp	201	46627	1.3412	3.8666	1.504	1.1211	h	1
47.9697265625	0	stim-adapt	100	49121	1.0085	1.8981	1.504	1.8592	i	1
50.244140625	0	cr	104	51450	1.0085	1.8981	1.504	1.8592	i	1
50.7529296875	0	conf	200	51971	1.0085	1.8981	1.504	1.8592	i	1
52.650390625	0	conf-resp	201	53914	1.0085	1.8981	1.504	1.8592	i	1
54.61328125	0	stim-adapt	100	55924	2.0221	4.6021	1.504	1.3933	t	0.89
58.373046875	0	miss	102	59774	2.0221	4.6021	1.504	1.3933	t	0.89
58.8818359375	0	conf	200	60295	2.0221	4.6021	1.504	1.3933	t	0.89
63.484375	0	conf-resp	201	65008	2.0221	4.6021	1.504	1.3933	t	0.89
65.216796875	0	stim-adapt	100	66782	0.32164	3.5529	1.536	1.1656	h	0.79
67.505859375	0	hit	101	69126	0.32164	3.5529	1.536	1.1656	h	0.79
68.0146484375	0	conf	200	69647	0.32164	3.5529	1.536	1.1656	h	0.79
71.5673828125	0	conf-resp	201	73285	0.32164	3.5529	1.536	1.1656	h	0.79
73.7724609375	0	stim-adapt	100	75543	0.43462	2.9291	1.504	1.6308	i	0.89
75.7021484375	0	hit	101	77519	0.43462	2.9291	1.504	1.6308	i	0.89
76.220703125	0	conf	200	78050	0.43462	2.9291	1.504	1.6308	i	0.89
79.150390625	0	conf-resp	201	81050	0.43462	2.9291	1.504	1.6308	i	0.89
81.4765625	0	stim-adapt	100	83432	0.97526	2.8994	1.472	1.758	t	1
83.826171875	0	miss	102	85838	0.97526	2.8994	1.472	1.758	t	1
84.333984375	0	conf	200	86358	0.97526	2.8994	1.472	1.758	t	1
87.2333984375	0	conf-resp	201	89327	0.97526	2.8994	1.472	1.758	t	1
89.7783203125	0	stim-adapt	100	91933	0.9729	1.3664	1.504	1.9778	c	0.62
91.8916015625	0	hit	101	94097	0.9729	1.3664	1.504	1.9778	c	0.62
92.400390625	0	conf	200	94618	0.9729	1.3664	1.504	1.9778	c	0.62
93.765625	0	conf-resp	201	96016	0.9729	1.3664	1.504	1.9778	c	0.62
94.3349609375	0	stim-adapt	100	96599	0.59802	1.2341	1.472	0.0010448	r	1
98.0654296875	0	cr	104	100419	0.59802	1.2341	1.472	0.0010448	r	1
98.5810546875	0	conf	200	100947	0.59802	1.2341	1.472	0.0010448	r	1
99.81640625	0	conf-resp	201	102212	0.59802	1.2341	1.472	0.0010448	r	1
102.115234375	0	stim-adapt	100	104566	0.85897	1.4135	1.472	1.7309	e	1
104.361328125	0	miss	102	106866	0.85897	1.4135	1.472	1.7309	e	1
104.869140625	0	conf	200	107386	0.85897	1.4135	1.472	1.7309	e	1
106.283203125	0	conf-resp	201	108834	0.85897	1.4135	1.472	1.7309	e	1
108.0751953125	0	stim-adapt	100	110669	0.40873	1.9457	1.504	1.2251	j	0.58
110.376953125	0	hit	101	113026	0.40873	1.9457	1.504	1.2251	j	0.58
110.88671875	0	conf	200	113548	0.40873	1.9457	1.504	1.2251	j	0.58
112.8330078125	0	conf-resp	201	115541	0.40873	1.9457	1.504	1.2251	j	0.58
115.388671875	0	stim-adapt	100	118158	0.52352	2.3321	1.472	1.9799	c	1
117.0576171875	0	miss	102	119867	0.52352	2.3321	1.472	1.9799	c	1
117.5673828125	0	conf	200	120389	0.52352	2.3321	1.472	1.9799	c	1
119.900390625	0	conf-resp	201	122778	0.52352	2.3321	1.472	1.9799	c	1
121.5224609375	0	stim-adapt	100	124439	0.54975	2.3575	1.504	1.0554	r	0.59
124.1337890625	0	hit	101	127113	0.54975	2.3575	1.504	1.0554	r	0.59
124.6416015625	0	conf	200	127633	0.54975	2.3575	1.504	1.0554	r	0.59
127	0	conf-resp	201	130048	0.54975	2.3575	1.504	1.0554	r	0.59
128.53515625	0	stim-adapt	100	131620	0.38543	1.4114	1.472	0.95905	e	0.67
131.587890625	0	conf	200	134746	0.38543	1.4114	1.472	0.95905	e	0.67
133	0	conf-resp	201	136192	0.38543	1.4114	1.472	0.95905	e	0.67
135.1689453125	0	stim-adapt	100	138413	0.62496	2.0159	1.472	1.6027	j	0.91
137.30859375	0	cr	104	140604	0.62496	2.0159	1.472	1.6027	j	0.91
137.81640625	0	conf	200	141124	0.62496	2.0159	1.472	1.6027	j	0.91
139.8330078125	0	conf-resp	201	143189	0.62496	2.0159	1.472	1.6027	j	0.91
140.85546875	0	stim-adapt	100	144236	0.94267	2.9102	1.472	0.45569	m	0.92
144.478515625	0	miss	102	147946	0.94267	2.9102	1.472	0.45569	m	0.92
144.9892578125	0	conf	200	148469	0.94267	2.9102	1.472	0.45569	m	0.92
147.8994140625	0	conf-resp	201	151449	0.94267	2.9102	1.472	0.45569	m	0.92
149.462890625	0	stim-adapt	100	153050	0.98476	3.0222	1.504	0.99619	i	0.95
152.5859375	0	miss	102	156248	0.98476	3.0222	1.504	0.99619	i	0.95
153.09375	0	conf	200	156768	0.98476	3.0222	1.504	0.99619	i	0.95
156.1162109375	0	conf-resp	201	159863	0.98476	3.0222	1.504	0.99619	i	0.95
158.486328125	0	stim-adapt	100	162290	0.28541	6.4702	1.536	1.8017	s	0.81
160.103515625	0	hit	101	163946	0.28541	6.4702	1.536	1.8017	s	0.81
160.6123046875	0	conf	200	164467	0.28541	6.4702	1.536	1.8017	s	0.81
167.08203125	0	conf-resp	201	171092	0.28541	6.4702	1.536	1.8017	s	0.81
168.798828125	0	stim-adapt	100	172850	0.36619	1.5228	1.504	1.1493	s	1
171.150390625	0	miss	102	175258	0.36619	1.5228	1.504	1.1493	s	1
171.6591796875	0	conf	200	175779	0.36619	1.5228	1.504	1.1493	s	1
173.1826171875	0	conf-resp	201	177339	0.36619	1.5228	1.504	1.1493	s	1
175.4482421875	0	stim-adapt	100	179659	1.3283	1.1293	1.536	1.6904	h	1
178.2109375	0	miss	102	182488	1.3283	1.1293	1.536	1.6904	h	1
178.7197265625	0	conf	200	183009	1.3283	1.1293	1.536	1.6904	h	1
179.849609375	0	conf-resp	201	184166	1.3283	1.1293	1.536	1.6904	h	1
181.8935546875	0	stim-adapt	100	186259	0.58395	1.1237	1.568	1.4773	i	1
184.1171875	0	miss	102	188536	0.58395	1.1237	1.568	1.4773	i	1
184.625	0	conf	200	189056	0.58395	1.1237	1.568	1.4773	i	1
185.7490234375	0	conf-resp	201	190207	0.58395	1.1237	1.568	1.4773	i	1
187.48828125	0	stim-adapt	100	191988	0.82232	1.1549	1.6	1.172	t	1
190.2724609375	0	miss	102	194839	0.82232	1.1549	1.6	1.172	t	1
190.78125	0	conf	200	195360	0.82232	1.1549	1.6	1.172	t	1
191.9365234375	0	conf-resp	201	196543	0.82232	1.1549	1.6	1.172	t	1
192.9931640625	0	stim-adapt	100	197625	0.65426	6.4187	1.632	0.49347	h	0.81
196.2705078125	0	miss	102	200981	0.65426	6.4187	1.632	0.49347	h	0.81
196.7802734375	0	conf	200	201503	0.65426	6.4187	1.632	0.49347	h	0.81
203.1982421875	0	conf-resp	201	208075	0.65426	6.4187	1.632	0.49347	h	0.81
205.1005859375	0	stim-adapt	100	210023	0.36895	1.6185	1.664	1.3328	i	0.73
207.2548828125	0	hit	101	212229	0.36895	1.6185	1.664	1.3328	i	0.73
207.763671875	0	conf	200	212750	0.36895	1.6185	1.664	1.3328	i	0.73
209.3828125	0	conf-resp	201	214408	0.36895	1.6185	1.664	1.3328	i	0.73
210.1171875	0	stim-adapt	100	215160	0.34423	2.3439	1.632	0.16697	t	0.81
213.427734375	0	hit	101	218550	0.34423	2.3439	1.632	0.16697	t	0.81
213.9384765625	0	conf	200	219073	0.34423	2.3439	1.632	0.16697	t	0.81
216.2822265625	0	conf-resp	201	221473	0.34423	2.3439	1.632	0.16697	t	0.81
218.1005859375	0	stim-adapt	100	223335	0.35303	1.4211	1.6	1.2519	m	1
220.3173828125	0	hit	101	225605	0.35303	1.4211	1.6	1.2519	m	1
220.8271484375	0	conf	200	226127	0.35303	1.4211	1.6	1.2519	m	1
222.2490234375	0	conf-resp	201	227583	0.35303	1.4211	1.6	1.2519	m	1
224.1396484375	0	stim-adapt	100	229519	7.8338	1.1041	1.568	1.3219	i	0.5
233.78515625	0	miss	102	239396	7.8338	1.1041	1.568	1.3219	i	0.5
234.2939453125	0	conf	200	239917	7.8338	1.1041	1.568	1.3219	i	0.5
235.3984375	0	conf-resp	201	241048	7.8338	1.1041	1.568	1.3219	i	0.5
237.4345703125	0	stim-adapt	100	243133	1.0919	1.8476	1.6	1.4595	s	0.93
240.1904296875	0	cr	104	245955	1.0919	1.8476	1.6	1.4595	s	0.93
240.7001953125	0	conf	200	246477	1.0919	1.8476	1.6	1.4595	s	0.93
242.548828125	0	conf-resp	201	248370	1.0919	1.8476	1.6	1.4595	s	0.93
244.896484375	0	stim-adapt	100	250774	0.67349	5.1996	1.6	1.7815	s	0.55
246.921875	0	hit	101	252848	0.67349	5.1996	1.6	1.7815	s	0.55
247.431640625	0	conf	200	253370	0.67349	5.1996	1.6	1.7815	s	0.55
252.6318359375	0	conf-resp	201	258695	0.67349	5.1996	1.6	1.7815	s	0.55
255.1630859375	0	stim-adapt	100	261287	0.47052	2.6853	1.568	1.9646	h	0.71
256.8115234375	0	miss	102	262975	0.47052	2.6853	1.568	1.9646	h	0.71
257.3291015625	0	conf	200	263505	0.47052	2.6853	1.568	1.9646	h	0.71
260.0146484375	0	conf-resp	201	266255	0.47052	2.6853	1.568	1.9646	h	0.71
262.12109375	0	stim-adapt	100	268412	0.41997	1.1938	1.6	1.5381	i	1
264.1181640625	0	cr	104	270457	0.41997	1.1938	1.6	1.5381	i	1
264.63671875	0	conf	200	270988	0.41997	1.1938	1.6	1.5381	i	1
265.8310546875	0	conf-resp	201	272211	0.41997	1.1938	1.6	1.5381	i	1
267.5615234375	0	stim-adapt	100	273983	0.44257	1.7282	1.6	1.1629	t	0.7
269.9609375	0	fa	103	276440	0.44257	1.7282	1.6	1.1629	t	0.7
270.4697265625	0	conf	200	276961	0.44257	1.7282	1.6	1.1629	t	0.7
272.1982421875	0	conf-resp	201	278731	0.44257	1.7282	1.6	1.1629	t	0.7
274.623046875	0	stim-adapt	100	281214	0.39324	1.7113	1.6	1.8566	c	0.61
276.29296875	0	hit	101	282924	0.39324	1.7113	1.6	1.8566	c	0.61
276.802734375	0	conf	200	283446	0.39324	1.7113	1.6	1.8566	c	0.61
278.5146484375	0	conf-resp	201	285199	0.39324	1.7113	1.6	1.8566	c	0.61
280.2431640625	0	stim-adapt	100	286969	0.90032	3.6717	1.568	1.1602	r	0.91
283.1005859375	0	miss	102	289895	0.90032	3.6717	1.568	1.1602	r	0.91
283.609375	0	conf	200	290416	0.90032	3.6717	1.568	1.1602	r	0.91
287.28125	0	conf-resp	201	294176	0.90032	3.6717	1.568	1.1602	r	0.91
287.8818359375	0	stim-adapt	100	294791	0.2607	1.3457	1.6	0.033966	e	0.57
291.2265625	0	hit	101	298216	0.2607	1.3457	1.6	0.033966	e	0.57
291.7353515625	0	conf	200	298737	0.2607	1.3457	1.6	0.033966	e	0.57
293.0810546875	0	conf-resp	201	300115	0.2607	1.3457	1.6	0.033966	e	0.57
293.8896484375	0	stim-adapt	100	300943	1.1429	5.6106	1.568	0.24172	j	0.55
297.9091796875	0	hit	101	305059	1.1429	5.6106	1.568	0.24172	j	0.55
298.419921875	0	conf	200	305582	1.1429	5.6106	1.568	0.24172	j	0.55
304.03125	0	conf-resp	201	311328	1.1429	5.6106	1.568	0.24172	j	0.55
306.3232421875	0	stim-adapt	100	313675	0.33824	3.7336	1.536	1.7254	m	0.69
308.072265625	0	miss	102	315466	0.33824	3.7336	1.536	1.7254	m	0.69
308.5810546875	0	conf	200	315987	0.33824	3.7336	1.536	1.7254	m	0.69
312.314453125	0	conf-resp	201	319810	0.33824	3.7336	1.536	1.7254	m	0.69
313.8515625	0	stim-adapt	100	321384	0.36348	2.3438	1.568	0.96859	i	0.93
316.361328125	0	fa	103	323954	0.36348	2.3438	1.568	0.96859	i	0.93
316.8701171875	0	conf	200	324475	0.36348	2.3438	1.568	0.96859	i	0.93
319.2138671875	0	conf-resp	201	326875	0.36348	2.3438	1.568	0.96859	i	0.93
321.470703125	0	stim-adapt	100	329186	0.95855	13.298	1.568	1.6897	s	0.84
323.8740234375	0	miss	102	331647	0.95855	13.298	1.568	1.6897	s	0.84
324.3828125	0	conf	200	332168	0.95855	13.298	1.568	1.6897	s	0.84
337.6806640625	0	conf-resp	201	345785	0.95855	13.298	1.568	1.6897	s	0.84
338.666015625	0	stim-adapt	100	346794	1.0004	3.7327	1.6	0.41881	s	1
342.3818359375	0	miss	102	350599	1.0004	3.7327	1.6	0.41881	s	1
342.8974609375	0	conf	200	351127	1.0004	3.7327	1.6	0.41881	s	1
346.630859375	0	conf-resp	201	354950	1.0004	3.7327	1.6	0.41881	s	1
348.3115234375	0	stim-adapt	100	356671	0.70996	5.7635	1.632	1.1046	h	1
351.0419921875	0	miss	102	359467	0.70996	5.7635	1.632	1.1046	h	1
351.5498046875	0	conf	200	359987	0.70996	5.7635	1.632	1.1046	h	1
357.3134765625	0	conf-resp	201	365889	0.70996	5.7635	1.632	1.1046	h	1
359.140625	0	stim-adapt	100	367760	0.30831	3.8326	1.664	1.2598	i	0.59
361.3056640625	0	hit	101	369977	0.30831	3.8326	1.664	1.2598	i	0.59
361.814453125	0	conf	200	370498	0.30831	3.8326	1.664	1.2598	i	0.59
365.646484375	0	conf-resp	201	374422	0.30831	3.8326	1.664	1.2598	i	0.59
366.27734375	0	stim-adapt	100	375068	0.76178	1.9791	1.632	0.063982	t	0.72
370.0927734375	0	miss	102	378975	0.76178	1.9791	1.632	0.063982	t	0.72
370.6005859375	0	conf	200	379495	0.76178	1.9791	1.632	0.063982	t	0.72
372.580078125	0	conf-resp	201	381522	0.76178	1.9791	1.632	0.063982	t	0.72
374.376953125	0	stim-adapt	100	383362	0.61234	2.1621	1.664	1.2294	m	0.59
376.8759765625	0	cr	104	385921	0.61234	2.1621	1.664	1.2294	m	0.59
377.384765625	0	conf	200	386442	0.61234	2.1621	1.664	1.2294	m	0.59
379.546875	0	conf-resp	201	388656	0.61234	2.1621	1.664	1.2294	m	0.59
380.8388671875	0	stim-adapt	100	389979	1.637	1.9689	1.664	0.72482	i	0.84
384.8671875	0	miss	102	394104	1.637	1.9689	1.664	0.72482	i	0.84
385.376953125	0	conf	200	394626	1.637	1.9689	1.664	0.72482	i	0.84
387.3466796875	0	conf-resp	201	396643	1.637	1.9689	1.664	0.72482	i	0.84
388.0126953125	0	stim-adapt	100	397325	7.4521	2.4857	1.696	0.099065	s	0.83
398.484375	0	miss	102	408048	7.4521	2.4857	1.696	0.099065	s	0.83
398.994140625	0	conf	200	408570	7.4521	2.4857	1.696	0.099065	s	0.83
401.4794921875	0	conf-resp	201	411115	7.4521	2.4857	1.696	0.099065	s	0.83
403.025390625	0	stim-adapt	100	412698	0.33639	1.2382	1.728	0.97914	s	1
405.5	0	hit	101	415232	0.33639	1.2382	1.728	0.97914	s	1
406.0087890625	0	conf	200	415753	0.33639	1.2382	1.728	0.97914	s	1
