onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
42.2939453125	0	stim-adapt	100	43309	0.86463	3.8362	0.65	1.4605	h	0.96
44.84375	0	hit	101	45920	0.86463	3.8362	0.65	1.4605	h	0.96
45.3525390625	0	conf	200	46441	0.86463	3.8362	0.65	1.4605	h	0.96
49.1923828125	0	conf-resp	201	50373	0.86463	3.8362	0.65	1.4605	h	0.96
50.4462890625	0	stim-adapt	100	51657	0.52974	1.9659	0.637	0.68775	i	0.85
53.423828125	0	hit	101	54706	0.52974	1.9659	0.637	0.68775	i	0.85
53.94140625	0	conf	200	55236	0.52974	1.9659	0.637	0.68775	i	0.85
55.908203125	0	conf-resp	201	57250	0.52974	1.9659	0.637	0.68775	i	0.85
57.6435546875	0	stim-adapt	100	59027	1.1828	2.6023	0.624	1.1681	t	1
60.7802734375	0	hit	101	62239	1.1828	2.6023	0.624	1.1681	t	1
61.2890625	0	conf	200	62760	1.1828	2.6023	0.624	1.1681	t	1
63.8916015625	0	conf-resp	201	65425	1.1828	2.6023	0.624	1.1681	t	1
64.67578125	0	stim-adapt	100	66228	0.52739	2.3636	0.611	0.21554	h	0.85
68.1025390625	0	hit	101	69737	0.52739	2.3636	0.611	0.21554	h	0.85
68.611328125	0	conf	200	70258	0.52739	2.3636	0.611	0.21554	h	0.85
70.974609375	0	conf-resp	201	72678	0.52739	2.3636	0.611	0.21554	h	0.85
73.3603515625	0	stim-adapt	100	75121	0.71792	2.5396	0.598	1.8126	i	0.74
75.392578125	0	hit	101	77202	0.71792	2.5396	0.598	1.8126	i	0.74
75.9013671875	0	conf	200	77723	0.71792	2.5396	0.598	1.8126	i	0.74
78.44140625	0	conf-resp	201	80324	0.71792	2.5396	0.598	1.8126	i	0.74
80.7763671875	0	stim-adapt	100	82715	0.86697	1.5698	0.585	1.7593	t	0.77
83.0126953125	0	hit	101	85005	0.86697	1.5698	0.585	1.7593	t	0.77
83.5205078125	0	conf	200	85525	0.86697	1.5698	0.585	1.7593	t	0.77
85.0908203125	0	conf-resp	201	87133	0.86697	1.5698	0.585	1.7593	t	0.77
87.30078125	0	stim-adapt	100	89396	0.97727	4.2965	0.572	1.6355	h	0.83
89.76953125	0	cr	104	91924	0.97727	4.2965	0.572	1.6355	h	0.83
90.27734375	0	conf	200	92444	0.97727	4.2965	0.572	1.6355	h	0.83
94.57421875	0	conf-resp	201	96844	0.97727	4.2965	0.572	1.6355	h	0.83
95.662109375	0	stim-adapt	100	97958	0.54735	2.6436	0.572	0.52146	i	0.99
98.8232421875	0	hit	101	101195	0.54735	2.6436	0.572	0.52146	i	0.99
99.330078125	0	conf	200	101714	0.54735	2.6436	0.572	0.52146	i	0.99
101.9736328125	0	conf-resp	201	104421	0.54735	2.6436	0.572	0.52146	i	0.99
103.7294921875	0	stim-adapt	100	106219	0.73798	1.8613	0.559	1.1887	t	0.9
106.412109375	0	hit	101	108966	0.73798	1.8613	0.559	1.1887	t	0.9
106.9287109375	0	conf	200	109495	0.73798	1.8613	0.559	1.1887	t	0.9
108.791015625	0	conf-resp	201	111402	0.73798	1.8613	0.559	1.1887	t	0.9
109.40234375	0	stim-adapt	100	112028	0.41965	1.7164	0.546	0.045025	h	0.93
112.912109375	0	hit	101	115622	0.41965	1.7164	0.546	0.045025	h	0.93
113.423828125	0	conf	200	116146	0.41965	1.7164	0.546	0.045025	h	0.93
115.140625	0	conf-resp	201	117904	0.41965	1.7164	0.546	0.045025	h	0.93
116.55859375	0	stim-adapt	100	119356	1.2868	4.2339	0.533	0.85052	i	0.56
120.11328125	0	hit	101	122996	1.2868	4.2339	0.533	0.85052	i	0.56
120.623046875	0	conf	200	123518	1.2868	4.2339	0.533	0.85052	i	0.56
124.8564453125	0	conf-resp	201	127853	1.2868	4.2339	0.533	0.85052	i	0.56
126.05078125	0	stim-adapt	100	129076	0.69542	1.6075	0.52	0.62544	t	0.56
129.2392578125	0	hit	101	132341	0.69542	1.6075	0.52	0.62544	t	0.56
129.7490234375	0	conf	200	132863	0.69542	1.6075	0.52	0.62544	t	0.56
131.357421875	0	conf-resp	201	134510	0.69542	1.6075	0.52	0.62544	t	0.56
132.2470703125	0	stim-adapt	100	135421	0.59026	1.7639	0.507	0.32297	h	0.66
135.6318359375	0	hit	101	138887	0.59026	1.7639	0.507	0.32297	h	0.66
136.142578125	0	conf	200	139410	0.59026	1.7639	0.507	0.32297	h	0.66
137.9072265625	0	conf-resp	201	141217	0.59026	1.7639	0.507	0.32297	h	0.66
138.83203125	0	stim-adapt	100	142164	0.66402	1.7378	0.494	0.35753	i	0.68
142.2607421875	0	hit	101	145675	0.66402	1.7378	0.494	0.35753	i	0.68
142.76953125	0	conf	200	146196	0.66402	1.7378	0.494	0.35753	i	0.68
144.5068359375	0	conf-resp	201	147975	0.66402	1.7378	0.494	0.35753	i	0.68
145.9208984375	0	stim-adapt	100	149423	0.74931	1.7673	0.481	0.84577	t	0.77
148.9638671875	0	cr	104	152539	0.74931	1.7673	0.481	0.84577	t	0.77
149.47265625	0	conf	200	153060	0.74931	1.7673	0.481	0.84577	t	0.77
151.240234375	0	conf-resp	201	154870	0.74931	1.7673	0.481	0.84577	t	0.77
