onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
24.34765625	0	stim-adapt	100	24932	0.89358	4.7898	0.75	0.86478	h	0.85
27.5029296875	0	hit	101	28163	0.89358	4.7898	0.75	0.86478	h	0.85
28.015625	0	conf	200	28688	0.89358	4.7898	0.75	0.86478	h	0.85
32.8076171875	0	conf-resp	201	33595	0.89358	4.7898	0.75	0.86478	h	0.85
35.033203125	0	stim-adapt	100	35874	0.59426	1.6271	0.735	1.6506	i	1
37.103515625	0	hit	101	37994	0.59426	1.6271	0.735	1.6506	i	1
37.61328125	0	conf	200	38516	0.59426	1.6271	0.735	1.6506	i	1
39.240234375	0	conf-resp	201	40182	0.59426	1.6271	0.735	1.6506	i	1
39.974609375	0	stim-adapt	100	40934	0.38874	3.5164	0.72	0.16694	t	0.92
43.3134765625	0	hit	101	44353	0.38874	3.5164	0.72	0.16694	t	0.92
43.8232421875	0	conf	200	44875	0.38874	3.5164	0.72	0.16694	t	0.92
47.3408203125	0	conf-resp	201	48477	0.38874	3.5164	0.72	0.16694	t	0.92
48.1748046875	0	stim-adapt	100	49331	0.79188	1.5653	0.705	0.26634	h	0.71
51.83203125	0	miss	102	53076	0.79188	1.5653	0.705	0.26634	h	0.71
52.3408203125	0	conf	200	53597	0.79188	1.5653	0.705	0.26634	h	0.71
53.9072265625	0	conf-resp	201	55201	0.79188	1.5653	0.705	0.26634	h	0.71
54.8203125	0	stim-adapt	100	56136	0.90956	1.091	0.72	0.34678	i	0.59
58.5185546875	0	miss	102	59923	0.90956	1.091	0.72	0.34678	i	0.59
59.03125	0	conf	200	60448	0.90956	1.091	0.72	0.34678	i	0.59
60.1240234375	0	conf-resp	201	61567	0.90956	1.091	0.72	0.34678	i	0.59
61.4736328125	0	stim-adapt	100	62949	0.93669	5.8128	0.735	0.78188	t	0.91
64.7607421875	0	hit	101	66315	0.93669	5.8128	0.735	0.78188	t	0.91
65.2763671875	0	conf	200	66843	0.93669	5.8128	0.735	0.78188	t	0.91
71.0908203125	0	conf-resp	201	72797	0.93669	5.8128	0.735	0.78188	t	0.91
73.3203125	0	stim-adapt	100	75080	0.41863	3.2557	0.72	1.6628	h	0.84
75.19140625	0	hit	101	76996	0.41863	3.2557	0.72	1.6628	h	0.84
75.7001953125	0	conf	200	77517	0.41863	3.2557	0.72	1.6628	h	0.84
78.95703125	0	conf-resp	201	80852	0.41863	3.2557	0.72	1.6628	h	0.84
81.1376953125	0	stim-adapt	100	83085	0.85009	1.5389	0.705	1.6067	i	0.65
83.515625	0	miss	102	85520	0.85009	1.5389	0.705	1.6067	i	0.65
84.033203125	0	conf	200	86050	0.85009	1.5389	0.705	1.6067	i	0.65
85.5732421875	0	conf-resp	201	87627	0.85009	1.5389	0.705	1.6067	i	0.65
86.2607421875	0	stim-adapt	100	88331	0.82991	7.1782	0.72	0.12094	t	0.42
90.103515625	0	hit	101	92266	0.82991	7.1782	0.72	0.12094	t	0.42
90.6123046875	0	conf	200	92787	0.82991	7.1782	0.72	0.12094	t	0.42
97.7900390625	0	conf-resp	201	100137	0.82991	7.1782	0.72	0.12094	t	0.42
99.1552734375	0	stim-adapt	100	101535	0.45008	1.7244	0.705	0.79852	m	0.9
101.923828125	0	hit	101	104370	0.45008	1.7244	0.705	0.79852	m	0.9
102.431640625	0	conf	200	104890	0.45008	1.7244	0.705	0.79852	m	0.9
